Admission Number,Date of Transaction,Invoice ID,Fee head,Fee term,Original Fee Amount,Concession Applied,Final Amount (paid),concession name,Payment Mode,Collected By ID
10003128,7/8/25,2767,Tuition Fees,July + August,5600,600,5000,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003129,7/8/25,2766,Tuition Fees,July + August,5600,600,5000,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002431,7/8/25,2765,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003252,7/8/25,2764,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002501,7/8/25,2763,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003453,7/8/25,2762,Tuition Fees,July + August,5600,,5600,,ONLINE,
10002100,7/8/25,2761,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002754,7/8/25,2760,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10003167,7/8/25,2759,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002407,7/8/25,2758,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002488,7/7/25,2757,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002998,7/7/25,2756,Tuition Fees,September + October,7000,,7000,,ONLINE,
10002578,7/7/25,2755,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003310,7/7/25,2754,Tuition Fees,September + October,5000,750,4250,Sibling Concession 15% (Custom Fixed),ONLINE,
10002291,7/7/25,2753,Tuition Fees,September + October,7600,,7600,,ONLINE,
10001228,7/7/25,2752,Tuition Fees,July + August,8600,3000,5600,Staff Concession 1500,ONLINE,
10002076,7/7/25,2751,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003261,7/7/25,2750,Tuition Fees,May + June,7600,,7600,,ONLINE,
10001345,7/7/25,2749,Tuition Fees,July + August,9000,,9000,,ONLINE,
10003180,7/7/25,2748,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003280,7/7/25,2747,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002072,7/7/25,2746,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003333,7/7/25,2745,Tuition Fees,July + August,5000,750,4250,Sibling Concession 15% (Custom Fixed),ONLINE,
10002411,7/7/25,2744,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003387,7/7/25,2743,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001565,7/7/25,2742,Tuition Fees,July + August,8000,,8000,,ONLINE,
10002292,7/7/25,2741,Tuition Fees,September + October,7600,1050,6550,Sibling Concession 15%,ONLINE,
10002799,7/7/25,2739,Tuition Fees,May + June,3500,,3500,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002799,7/7/25,2739,Tuition Fees,July + August,3500,,3500,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003107,7/7/25,2738,Tuition Fees,July + August,5600,600,5000,Sibling Concession 15% (Custom Fixed),ONLINE,
10003348,7/7/25,2737,Tuition Fees,July + August,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002873,7/7/25,2736,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002610,7/7/25,2735,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002611,7/7/25,2734,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002322,7/7/25,2733,Tuition Fees,May + June,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003200,7/7/25,2732,Tuition Fees,May + June,5000,600,4400,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003321,7/7/25,2731,Tuition Fees,July + August,5000,,5000,,ONLINE,
10001321,7/7/25,2730,Tuition Fees,September + October,8000,,8000,,ONLINE,
10003069,7/7/25,2729,Tuition Fees,May + June,7000,,7000,,ONLINE,
10003069,7/7/25,2729,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002995,7/7/25,2728,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003352,7/7/25,2727,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001710,7/7/25,2726,Tuition Fees,July + August,4000,,4000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002412,7/7/25,2725,Tuition Fees,July + August,7000,1050,2975,Sibling Concession 15%,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003411,7/7/25,2724,Tuition Fees,May + June,5000,750,4250,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003411,7/7/25,2724,Tuition Fees,July + August,5000,750,4250,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002435,7/7/25,2723,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002435,7/7/25,2723,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003221,7/7/25,2722,Tuition Fees,July + August,9000,,9000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003024,7/7/25,2721,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10003203,7/6/25,2720,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003074,7/6/25,2719,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002591,7/6/25,2718,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002406,7/5/25,2717,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003273,7/5/25,2716,Tuition Fees,July + August,8000,,8000,,ONLINE,
10002743,7/5/25,2715,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003122,7/5/25,2714,Tuition Fees,July + August,5000,,5000,,ONLINE,
10003253,7/5/25,2713,Tuition Fees,September + October,7600,,7600,,ONLINE,
10003330,7/5/25,2712,Tuition Fees,July + August,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002961,7/5/25,2711,Tuition Fees,July + August,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003405,7/5/25,2710,Tuition Fees,July + August,7600,1600,6000,Merit Scholarship Above 90% 11000,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001790,7/5/25,2709,Tuition Fees,July + August,7600,1900,2850,School Concession 25% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001452,7/5/25,2708,Tuition Fees,July + August,8000,2000,3000,School Concession 25% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003418,7/5/25,2707,Tuition Fees,July + August,8000,,8000,,ONLINE,
10003184,7/5/25,2706,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003242,7/4/25,2705,Tuition Fees,July + August,5600,,5600,,ONLINE,
10001271,7/4/25,2704,Tuition Fees,May + June,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003190,7/4/25,2703,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10003007,7/4/25,2702,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001120,7/4/25,2701,Tuition Fees,May + June,9000,,9000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002906,7/4/25,2700,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003476,7/3/25,2699,Tuition Fees,July + August,5000,750,4250,Sibling Concession 15% (Custom Fixed),ONLINE,
10003475,7/3/25,2698,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001778,7/3/25,2697,Tuition Fees,July + August,8000,,8000,,ONLINE,
10002395,7/3/25,2696,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003416,7/3/25,2695,Tuition Fees,July + August,5000,750,4250,Sibling Concession 15% (Custom Fixed),ONLINE,
10003027,7/3/25,2694,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001956,7/3/25,2693,Tuition Fees,July + August,6600,,6600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001956,7/3/25,2693,Tuition Fees,September + October,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001956,7/3/25,2693,Tuition Fees,November,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001956,7/3/25,2693,Term Charges,November,4600,,4600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001956,7/3/25,2693,Tuition Fees,December + January,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001956,7/3/25,2693,Tuition Fees,February + March,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002290,7/3/25,2692,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002459,7/3/25,2690,Tuition Fees,May + June,7600,1140,6460,Sibling Concession 15% (Custom Fixed),Cash,cmd3fp3ok00027ifwvb3nbrat
10002160,7/3/25,2689,Tuition Fees,May + June,8000,,8000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001258,7/3/25,2688,Tuition Fees,July + August,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001258,7/3/25,2688,Tuition Fees,September + October,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001257,7/3/25,2687,Tuition Fees,July + August,8600,1720,6880,Sibling Concession 20% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001257,7/3/25,2687,Tuition Fees,September + October,8600,1720,6880,Sibling Concession 20% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002403,7/3/25,2686,Tuition Fees,May + June,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002403,7/3/25,2686,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001336,7/3/25,2685,Tuition Fees,May + June,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002554,7/3/25,2684,Tuition Fees,May + June,7600,1050,6550,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001269,7/3/25,2683,Tuition Fees,July + August,9000,1350,5650,X class Board Exam Scholarship 1000 pm,ONLINE,
10001269,7/3/25,2683,Tuition Fees,July + August,9000,2000,5650,X class Board Exam Scholarship 1000 pm,ONLINE,
10002270,7/3/25,2682,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003293,7/3/25,2681,Tuition Fees,July + August,7600,1140,6460,Sibling Concession 15% (Custom Fixed),ONLINE,
10002263,7/2/25,2680,WonderSkill Workshop,April,1000,,1000,,ONLINE,
10002263,7/2/25,2680,Tuition Fees,May + June,7600,,7600,,ONLINE,
10002365,7/2/25,2679,Tuition Fees,September + October,7000,1050,5950,Sibling Concession 15%,ONLINE,
10001119,7/2/25,2678,Tuition Fees,September + October,9000,,9000,,ONLINE,
10003334,7/2/25,2677,Tuition Fees,July + August,5600,,5600,,ONLINE,
10003070,7/2/25,2676,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003233,7/2/25,2675,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10001651,7/2/25,2674,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003031,7/2/25,2673,Tuition Fees,July + August,7000,840,6160,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002450,7/2/25,2672,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002466,7/2/25,2671,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002467,7/2/25,2670,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10002782,7/2/25,2669,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002502,7/2/25,2668,Tuition Fees,July + August,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002760,7/1/25,2667,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002448,7/1/25,2666,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003120,7/1/25,2665,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003119,7/1/25,2664,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10003237,7/1/25,2663,Tuition Fees,July + August,7000,1365,5635,Sibling Concession 15% (Custom Fixed),ONLINE,
10003238,7/1/25,2662,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002793,7/1/25,2661,Tuition Fees,July + August,7000,,7000,,ONLINE,
10001615,7/1/25,2660,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002734,7/1/25,2659,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002306,7/1/25,2658,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003350,7/1/25,2657,Tuition Fees,July + August,5000,750,4250,Sibling Concession 15% (Custom Fixed),ONLINE,
10002424,7/1/25,2656,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10002784,7/1/25,2655,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002660,7/1/25,2654,Tuition Fees,July + August,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003159,7/1/25,2653,Tuition Fees,July + August,7600,1140,3230,Sibling Concession 15% (Custom Fixed),NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002380,7/1/25,2652,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10003294,7/1/25,2651,Tuition Fees,July + August,8000,,8000,,ONLINE,
10001835,7/1/25,2650,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002970,6/30/25,2649,Tuition Fees,July + August,5600,,5600,,ONLINE,
10003130,6/30/25,2648,Tuition Fees,September + October,5000,,5000,,ONLINE,
10001948,6/30/25,2647,Tuition Fees,July + August,7600,1140,6460,Sibling Concession 15% (Custom Fixed),ONLINE,
10001949,6/30/25,2646,Tuition Fees,July + August,8600,,8600,,ONLINE,
10001682,6/30/25,2645,Tuition Fees,May + June,8000,,8000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002991,6/30/25,2644,Tuition Fees,May + June,8000,,8000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10002279,6/30/25,2643,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002871,6/30/25,2642,Tuition Fees,July + August,7000,840,6160,Sibling Concession 15% (Custom Fixed),ONLINE,
10002978,6/30/25,2641,Tuition Fees,May + June,5600,,5600,,ONLINE,
10003192,6/29/25,2640,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002455,6/28/25,2639,Tuition Fees,July + August,7600,,7600,,ONLINE,
10002964,6/28/25,2638,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,ONLINE,
10002963,6/28/25,2637,Tuition Fees,May + June,7600,,7600,,ONLINE,
10001641,6/27/25,2636,Tuition Fees,May + June,7600,1520,6080,Sibling Concession 20%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001543,6/27/25,2635,Tuition Fees,May + June,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001131,6/27/25,2634,Tuition Fees,May + June,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001652,6/27/25,2633,Tuition Fees,May + June,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002099,6/27/25,2632,Tuition Fees,May + June,7600,1140,3230,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001280,6/27/25,2631,Tuition Fees,May + June,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002939,6/27/25,2630,Tuition Fees,May + June,9000,,9000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001256,6/19/25,2629,Tuition Fees,May + June,8000,,8000,,NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10001929,6/19/25,2628,Tuition Fees,May + June,7600,2280,5320,Sibling Concession 20% (Custom Fixed),NEFT Payment,cmd3fp3ok00027ifwvb3nbrat
10003093,6/26/25,2627,Tuition Fees,May + June,5600,840,4760,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003086,6/26/25,2626,Tuition Fees,May + June,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001770,6/26/25,2625,Tuition Fees,May + June,7600,,7600,,ONLINE,
10003012,6/26/25,2624,Tuition Fees,May + June,7000,,7000,,ONLINE,
10003287,6/26/25,2623,Tuition Fees,May + June,270,,270,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003287,6/26/25,2622,Tuition Fees,May + June,4030,,4030,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003265,6/26/25,2621,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002308,6/25/25,2620,Tuition Fees,July + August,7600,,7600,,ONLINE,
10000884,6/25/25,2619,Tuition Fees,July + August,8600,,8600,,ONLINE,
10000884,6/25/25,2618,Tuition Fees,May + June,8600,,8600,,ONLINE,
10003118,6/23/25,2617,Parent Orientation,April,1000,,1000,,ONLINE,
10003118,6/23/25,2617,Tuition Fees,May + June,5600,840,4760,Sibling Concession 15% (Custom Fixed),ONLINE,
10002737,6/23/25,2616,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001784,6/23/25,2615,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003005,6/20/25,2614,Tuition Fees,July + August,7000,,7000,,ONLINE,
10002853,6/19/25,2613,Tuition Fees,May + June,7000,,7000,,ONLINE,
10002041,6/19/25,2612,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003227,6/19/25,2611,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003227,6/19/25,2611,Tuition Fees,July + August,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10000972,6/19/25,2610,Tuition Fees,May + June,8600,,8600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003455,6/19/25,2609,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,ONLINE,
10003098,6/18/25,2608,Tuition Fees,July + August,7000,,7000,,ONLINE,
10003099,6/17/25,2607,Tuition Fees,July + August,5600,600,5000,Sibling Concession 15% (Custom Fixed),ONLINE,
10001321,6/17/25,2606,Tuition Fees,July + August,8000,,8000,,ONLINE,
10001234,6/17/25,2605,Tuition Fees,May + June,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002811,6/17/25,2604,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002246,6/17/25,2603,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002954,6/17/25,2602,Tuition Fees,May + June,5600,,5600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001166,6/16/25,2601,Tuition Fees,July + August,9000,3000,6000,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003216,6/16/25,2600,Tuition Fees,July + August,5600,3000,2600,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003170,6/16/25,2599,Tuition Fees,July + August,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002679,6/16/25,2598,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002660,6/13/25,2597,Tuition Fees,May + June,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003126,6/15/25,2596,Tuition Fees,May + June,5600,,5600,,ONLINE,
10001843,6/15/25,2595,Tuition Fees,July + August,8000,,8000,,ONLINE,
10001142,6/14/25,2594,Tuition Fees,May + June,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002812,6/14/25,2593,Tuition Fees,May + June,7000,,7000,,ONLINE,
10002023,6/14/25,2592,Tuition Fees,May + June,7600,,7600,,ONLINE,
10002238,6/14/25,2591,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,ONLINE,
10001857,6/14/25,2590,Tuition Fees,July + August,8000,,8000,,ONLINE,
10003437,6/14/25,2589,Tuition Fees,July + August,8000,,8000,,ONLINE,
10003055,6/13/25,2588,Tuition Fees,May + June,7000,3000,4000,Staff Concession 1500,ONLINE,
10001421,6/13/25,2587,Tuition Fees,July + August,9000,,9000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002883,6/13/25,2586,Tuition Fees,May + June,8600,3000,2800,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003356,6/13/25,2585,Tuition Fees,July + August,5000,,5000,,ONLINE,
10003477,6/13/25,2584,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003477,6/13/25,2584,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003477,6/13/25,2584,Admission Fee,April,12000,,12000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003477,6/13/25,2584,Security,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003477,6/13/25,2584,Tuition Fees,July + August,3800,570,3230,Sibling Concession 15% (Custom Fixed),Cash,cmd3fp3ok00027ifwvb3nbrat
10003225,6/13/25,2583,Tuition Fees,May + June,7000,5000,1000,1500 school concession,Cash,cmd3fq0hm00037ifw68pdxd2t
10003366,6/13/25,2582,Tuition Fees,May + June,5000,750,4250,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002958,6/13/25,2581,Tuition Fees,May + June,5600,600,5000,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002030,6/13/25,2580,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003427,6/13/25,2579,Tuition Fees,May + June,4200,,4200,,ONLINE,
10001518,6/13/25,2578,Tuition Fees,July + August,1600,,1600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001518,6/13/25,2577,Tuition Fees,July + August,6000,,6000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003422,6/13/25,2576,Tuition Fees,May + June,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002350,6/13/25,2575,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002413,6/13/25,2574,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001842,6/13/25,2573,Tuition Fees,May + June,7600,,7600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001624,6/13/25,2572,Tuition Fees,May + June,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003263,6/13/25,2571,Tuition Fees,May + June,7000,840,3080,Sibling Concession 15% (Custom Fixed),Cash,cmd3fp3ok00027ifwvb3nbrat
10002242,6/13/25,2570,Tuition Fees,July + August,3500,,3500,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001304,6/13/25,2569,Tuition Fees,July + August,8000,,8000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002200,6/13/25,2568,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002341,6/13/25,2567,Tuition Fees,May + June,7600,1520,3040,Sibling Concession 20%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002339,6/13/25,2566,Tuition Fees,May + June,8600,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002340,6/13/25,2565,Tuition Fees,May + June,8000,1600,3200,Sibling Concession 20% (Custom Fixed),Cash,cmd3fp3ok00027ifwvb3nbrat
10002680,6/13/25,2564,Tuition Fees,May + June,7000,1400,2800,Sibling Concession 20% (Custom Fixed),Cash,cmd3fp3ok00027ifwvb3nbrat
10003146,6/13/25,2563,Tuition Fees,July + August,7600,,7600,,ONLINE,
10003173,6/12/25,2562,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002017,6/13/25,2561,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003234,6/12/25,2560,Tuition Fees,May + June,7000,,7000,,ONLINE,
10003064,6/12/25,2559,Tuition Fees,May + June,7000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003064,6/12/25,2559,Tuition Fees,May + June,7000,3000,4000,Staff Concession 1500,Cash,cmd3fq0hm00037ifw68pdxd2t
10002075,6/12/25,2558,Tuition Fees,May + June,7600,3000,4600,Staff Concession 1500,Cash,cmd3fq0hm00037ifw68pdxd2t
10002509,6/12/25,2557,Tuition Fees,May + June,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002509,6/12/25,2557,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001145,6/12/25,2556,Tuition Fees,May + June,8600,3000,2800,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003189,6/12/25,2555,Tuition Fees,May + June,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003189,6/12/25,2555,Tuition Fees,July + August,7000,,7000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003299,6/12/25,2554,Tuition Fees,May + June,5000,750,2125,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001640,6/12/25,2553,Tuition Fees,May + June,3800,,3800,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001995,6/12/25,2552,Tuition Fees,July + August,7600,,7600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002789,6/12/25,2551,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002844,6/12/25,2550,Tuition Fees,May + June,7000,3000,4000,Staff Concession 1500,ONLINE,
10000846,6/12/25,2549,Tuition Fees,May + June,160,,160,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10000846,6/12/25,2548,Tuition Fees,May + June,8840,,8840,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
